标题,开发商,房子信息,发布信息,售价/万,单价
万达旁润城五福临精装修拎包入住随时看房子价格可以谈,润城五区 -西山万达,3室2厅 | 117平米 | 东南 | 精装 | 中楼层(共28层)  | 板塔结合,7人关注 / 8个月以前发布,212,"18,120元/平"
润城五区毛坯三室户型方正 无遮挡,润城五区 -西山万达,4室2厅 | 135.07平米 | 东南 | 毛坯 | 中楼层(共33层)  | 板塔结合,29人关注 / 一年前发布,214,"15,844元/平"
一楼带花园 装修未入住  带负一负二层 实用300平,滇池俊府 -滇池半岛,4室2厅 | 126.11平米 | 东南 南 | 精装 | 低楼层(共8层)  | 暂无数据,0人关注 / 2个月以前发布,415,"32,908元/平"
半岛华府北区165户型带独立产权车位证在手满2年,中海半岛华府 -滇池半岛,5室2厅 | 165.07平米 | 东南 | 毛坯 | 11层  | 板楼,25人关注 / 一年前发布,329,"19,931元/平"
度假区1楼带花园60㎡ 全明地下室 端头房 小区中间,筑友双河湾博雅苑 -大商汇,4室2厅 | 148.21平米 | 南 北 | 毛坯 | 低楼层(共11层)  | 板楼,2人关注 / 6个月以前发布,410,"27,664元/平"
广福小区一梯两户 户型对流 高楼层带车位,广福小区二区 -大商汇,4室2厅 | 142.48平米 | 南 北 | 简装 | 中楼层(共11层)  | 板楼,10人关注 / 9个月以前发布,202,"14,178元/平"
带车位大平层，采光视野都很好，房东诚心出售,广福城怡福园 -大商汇,4室2厅 | 178.45平米 | 南 北 | 简装 | 低楼层(共30层)  | 塔楼,1人关注 / 一年前发布,180,"10,087元/平"
度假区三卧和客厅朝南看西山滇池5号线60平露台可使用,滇池印象花园 -大商汇,4室2厅 | 167.69平米 | 南 | 精装 | 高楼层(共11层)  | 暂无数据,9人关注 / 5个月以前发布,225,"13,418元/平"
水晶堡退台洋房五跃六户型 带60平米露台 诚心出售,新亚洲体育城水晶堡 -新亚洲,5室2厅 | 186.22平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼,11人关注 / 一年前发布,238,"12,781元/平"
新精装修两大露台装修40多万有钥匙看房方便,昆华苑 -太平新城,5室2厅 | 219.66平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,7人关注 / 9个月以前发布,166,"7,558元/平"
动静分离大跃层，视野好，空间大,新亚洲体育城水木清华 -新亚洲,5室2厅 | 154.14平米 | 东 西 | 精装 | 高楼层(共16层)  | 板塔结合,7人关注 / 一年前发布,245,"15,895元/平"
万科银海泊岸近地铁顶楼带阁楼有露台三卫钥匙看房,万科银海泊岸 -度假区,4室2厅 | 139.39平米 | 南 | 毛坯 | 高楼层(共12层)  | 板楼,8人关注 / 一年前发布,296,"21,236元/平"
度假区洋房， 精装修，房东诚心出售,西南海O区 -度假区,4室2厅 | 170平米 | 东 南 | 精装 | 高楼层(共12层)  | 塔楼,3人关注 / 一年前发布,270,"15,883元/平"
万科银海泊岸满2年南北通透板式大四房房急售,万科银海泊岸观澜 -度假区,4室2厅 | 143平米 | 南 北 | 毛坯 | 中楼层(共12层)  | 板楼,1人关注 / 3个月以前发布,256,"17,903元/平"
滇池卫城观景房端户跃层4室2厅 带露台100平米业主诚售,滇池卫城橡尚 -度假区,4室2厅 | 154.31平米 | 西南 | 精装 | 高楼层(共6层)  | 板楼,73人关注 / 一年前发布,335,"21,710元/平"
未名城A8 西南端头房 看西山 视野开阔 带车位出售,未名城A8地块 -大商汇,3室2厅 | 140.71平米 | 西北 | 精装 | 中楼层(共34层)  | 塔楼,0人关注 / 一年前发布,180,"12,793元/平"
带大露台，跃层，房东急卖，价格可谈，随时可看。,彼岸二期 -新亚洲,4室2厅 | 134.35平米 | 东南 | 精装 | 6层  | 板楼,0人关注 / 1个月以前发布,148,"11,017元/平"
40万精装复式楼 带家具 楼层好 证满两年 看房方便,新亚洲体育城星云园 -新亚洲,4室2厅 | 226.32平米 | 南 | 精装 | 高楼层(共9层)  | 板楼,26人关注 / 一年前发布,218,"9,633元/平"
北市区  天怡峰景纯毛坯房 满二年 证在手 有钥匙,天怡峰景 -北辰,4室2厅 | 136.09平米 | 东南 | 毛坯 | 高楼层(共33层)  | 板塔结合,4人关注 / 一年前发布,138,"10,141元/平"
楼层号，视野好，房子格局好，小区环境好。,山语锦苑A区 -太平新城,4室2厅 | 172.1平米 | 南 | 毛坯 | 中楼层(共32层)  | 板楼,15人关注 / 一年前发布,85,"4,939元/平"
全新毛坯房四房，采光充足，户型方正，产权清晰。,瀚林澜山 -金沙,4室2厅 | 141.26平米 | 东南 | 毛坯 | 中楼层(共26层)  | 塔楼,2人关注 / 一年前发布,170,"12,035元/平"
滇池度假区1跃2带地下室带花园，别墅区洋房满五年唯一,滇池卫城滟澜湾 -度假区,4室2厅 | 156.89平米 | 南 | 精装 | 低楼层(共6层)  | 板楼,21人关注 / 9个月以前发布,290,"18,485元/平"
自贸区东泰花园跌加别墅  带私家车库  带花园  纯毛坯,东泰花园二区 -经开区,5室2厅 | 236.43平米 | 南 | 毛坯 | 低楼层(共2层)  | 板楼,9人关注 / 10个月以前发布,360,"15,227元/平"
古滇名城关山月独栋别墅一线观滇视野有车位有花园,七彩云南古滇名城 -晋宁,7室2厅 | 436.19平米 | 南 | 毛坯 | 低楼层(共1层)  | 暂无数据,4人关注 / 8个月以前发布,1599,"36,659元/平"
西山滇池 联排别墅 带花园带车位车库 环境优美,滇池春天五合院 -度假区,4室2厅 | 325平米 | 南 北 | 简装 | 低楼层(共4层)  | 板楼,6人关注 / 6个月以前发布,580,"17,847元/平"
标准三房，户型端正，采光采阳好。,海伦先生 -虹山,3室2厅 | 124.44平米 | 北 东 | 其他 | 高楼层(共32层)  | 塔楼,4人关注 / 9个月以前发布,180,"14,465元/平"
万达大商汇爱琴海旁带小区环境优美，业主诚心出售,广福城雅福园 -大商汇,3室2厅 | 135平米 | 东南 | 毛坯 | 高楼层(共33层)  | 塔楼,30人关注 / 一年前发布,140,"10,371元/平"
次新小区精装修三居室双卫生电梯房房子产权证在手,润城五区 -西山万达,4室2厅 | 126平米 | 南 | 简装 | 高楼层(共30层)  | 板塔结合,1人关注 / 2个月以前发布,198,"15,715元/平"
地铁口 成熟商圈 次新小区板房 毛坯任意装修 明厨明卫,新希望白麓城 -泛亚,4室2厅 | 115.66平米 | 南 | 毛坯 | 低楼层(共33层)  | 板楼,9人关注 / 一年前发布,162,"14,007元/平"
中庭主景观旁转角落地窗楼层好户型正端户满两年,万科银海泊岸 -度假区,5室2厅 | 148.5平米 | 南 | 毛坯 | 中楼层(共12层)  | 板楼,38人关注 / 一年前发布,246,"16,566元/平"
山水别墅环境很好，靠山面海的，还有一个华侨城游乐场,昆明恒大华侨城阳宗海 -宜良,5室3厅 | 300平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据,4人关注 / 11个月以前发布,3500,"116,667元/平"
西山度假区万科小高层洋房正对景观电梯入户钥匙看房,万科银海泊岸观澜 -度假区,4室2厅 | 143.53平米 | 东 南 | 毛坯 | 中楼层(共12层)  | 板楼,2人关注 / 3个月以前发布,229,"15,955元/平"
北京路旁 金领时代精装跃层 大四房 双地铁口 交通便利,金领时代 -司家营,4室2厅 | 201.64平米 | 南 北 | 精装 | 低楼层(共40层)  | 塔楼,4人关注 / 6个月以前发布,219,"10,861元/平"
北市区 霖雨路 江东安康园  三居 南北向 中高楼层,江东安康园 -红云,3室2厅 | 130.81平米 | 南 北 | 精装 | 高楼层(共18层)  | 板楼,13人关注 / 10个月以前发布,155,"11,850元/平"
昆八中旁安康园南北通透证在手大三房急售,江东安康园 -红云,3室2厅 | 130.81平米 | 南 北 | 简装 | 中楼层(共18层)  | 板楼,0人关注 / 1个月以前发布,153,"11,697元/平"
圣世一品 4室2厅 西南,圣世一品 -凉亭,4室2厅 | 138.37平米 | 西南 | 其他 | 高楼层(共33层)  | 塔楼,0人关注 / 6天以前发布,150,"10,841元/平"
二环内，品质两房 采光充足，通透性好，视野宽阔,云安阳光城 -虹山,2室2厅 | 85.5平米 | 南 | 毛坯 | 中楼层(共18层)  | 板塔结合,0人关注 / 5天以前发布,105,"12,281元/平"
北市区单价8000的大四房  你不会心动嘛,天骄北麓 -红云,4室1厅 | 118.69平米 | 东 | 其他 | 低楼层(共34层)  | 塔楼,0人关注 / 2天以前发布,99.9,"8,417元/平"
滇池路 船房河边 5跃6跃带120平米屋顶花园 带车库,天泽园 -红星,5室2厅 | 253平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼,0人关注 / 2天以前发布,256,"10,119元/平"
水逸康桥 7室3厅 南 北,水逸康桥 -高新,7室3厅 | 262平米 | 南 北 | 简装 | 低楼层(共5层)  | 塔楼,0人关注 / 4天以前发布,760,"29,008元/平"
大商汇夏意雅园四室精装带车位电梯房,夏意雅园 -大商汇,4室2厅 | 153平米 | 西南 | 精装 | 中楼层(共12层)  | 板楼,0人关注 / 6天以前发布,185,"12,092元/平"
同德广场商圈金康园小区3房房东诚心出售,金康园 -白云,3室2厅 | 117.71平米 | 西北 | 其他 | 中楼层(共15层)  | 板楼,0人关注 / 17天以前发布,151,"12,829元/平"
房子精装修带家具家电带车位，采光视野很好,蓝光天娇城 -呈贡,3室2厅 | 67平米 | 西 | 精装 | 低楼层(共34层)  | 塔楼,0人关注 / 15天以前发布,63,"9,403元/平"
配套成熟，房子户型方正，采光阳光充足，产权清晰，,普照兴园 -昆船,2室2厅 | 89.46平米 | 东 南 | 毛坯 | 中楼层(共20层)  | 塔楼,0人关注 / 15天以前发布,73,"8,161元/平"
春之城  精装2室  楼层好  地铁口,春之城 -昆八中,2室2厅 | 60.66平米 | 东北 | 精装 | 中楼层(共23层)  | 塔楼,0人关注 / 10天以前发布,70,"11,540元/平"
金沙小区  两室两厅  采光好,金沙小区 -金沙,2室2厅 | 78.07平米 | 东 西 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 15天以前发布,64.5,"8,262元/平"
宝象河边 三室两厅 房东诚心出售 可以随时签约,宝象康园 -滇池半岛,2室1厅 | 86.17平米 | 西南 | 简装 | 中楼层(共8层)  | 板楼,0人关注 / 7天以前发布,128,"14,855元/平"
云纺片区永昌小区永顺里两房出售,永顺里 -云纺,2室1厅 | 41.76平米 | 东南 | 精装 | 中楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,53,"12,692元/平"
二环边，昙华寺，王大桥小区两室两厅户型方正，楼层好,王大桥小区 -昙华寺,2室2厅 | 47.2平米 | 南 | 精装 | 低楼层(共7层)  | 暂无数据,0人关注 / 4天以前发布,47,"9,958元/平"
五华区西北新城三房二卫的南向毛坯房出售,吾悦华府 -泛亚,3室2厅 | 116.82平米 | 西南 | 毛坯 | 高楼层(共33层)  | 板楼,0人关注 / 8天以前发布,140,"11,985元/平"
三室精装修  满二  朝南向 无遮挡,蓝光天娇城 -呈贡,3室2厅 | 87平米 | 南 | 精装 | 低楼层(共34层)  | 塔楼,0人关注 / 8天以前发布,64.9,"7,460元/平"
北市区次新小区标准2室，业主诚售，精装修,银河明珠 -红云,2室2厅 | 95平米 | 东 | 简装 | 中楼层(共32层)  | 塔楼,0人关注 / 13天以前发布,102,"10,737元/平"
香樟俊园 1室1厅 东南,香樟俊园 -吴井,1室1厅 | 50.49平米 | 东南 | 简装 | 高楼层(共14层)  | 板楼,0人关注 / 3天以前发布,75,"14,855元/平"
房子是南向房，采光采阳好，太阳可以一天晒到晚.,学府路604号 -虹山,2室1厅 | 52.58平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据,0人关注 / 8天以前发布,55,"10,461元/平"
河畔俊园精装修3房双卫带车位满2年,河畔俊园 -新亚洲,3室2厅 | 83.44平米 | 西南 | 精装 | 低楼层(共25层)  | 板塔结合,0人关注 / 10天以前发布,132,"15,820元/平"
五华坊 2室1厅 东 西,五华坊 -翠湖,2室1厅 | 53.69平米 | 东 西 | 简装 | 中楼层(共7层)  | 暂无数据,0人关注 / 12天以前发布,85,"15,832元/平"
西山区与太平交界优房，端头三房，无停车费物业费,桥钢生活区 -太平新城,3室2厅 | 62.36平米 | 南 西南 | 简装 | 高楼层(共6层)  | 暂无数据,1人关注 / 11天以前发布,29,"4,651元/平"
全新精装修 南向 采光好 落地窗 满2年证在手 急卖,子君欣景花园永泰园 -新亚洲,2室2厅 | 64.59平米 | 南 | 精装 | 低楼层(共17层)  | 板楼,0人关注 / 14天以前发布,66,"10,219元/平"
房屋好楼层采光好，户型朝向好，房子户型很不错,七彩云南第壹城 -呈贡,2室2厅 | 84.89平米 | 东 | 毛坯 | 34层  | 塔楼,0人关注 / 4天以前发布,95,"11,191元/平"
证件齐全满两年 带车位华润中央公园,华润中央公园 -昆明湖公园,3室2厅 | 86.38平米 | 南 | 精装 | 高楼层(共31层)  | 塔楼,2人关注 / 15天以前发布,96,"11,114元/平"
中高楼层，视野开阔无遮挡 采光采阳好，业主诚心,东骧神骏 -金马,2室2厅 | 84.32平米 | 西 | 精装 | 中楼层(共20层)  | 板塔结合,0人关注 / 7天以前发布,93,"11,030元/平"
红星紫郡 4室1厅 东南,红星紫郡 -红星,4室1厅 | 153.31平米 | 东南 | 其他 | 中楼层(共34层)  | 塔楼,0人关注 / 1个月以前发布,210,"13,698元/平"
5室叠加别墅，带前后花园，带车位,城市山 -西部客运站,5室2厅 | 133.64平米 | 南 | 其他 | 低楼层(共4层)  | 板楼,0人关注 / 29天以前发布,285,"21,326元/平"
房子满二年；南北向采光好，性价高,金岸春天 -红星,5室2厅 | 177.43平米 | 西南 东南 | 毛坯 | 高楼层(共6层)  | 板楼,8人关注 / 一年前发布,267,"15,049元/平"
枫林盛景一梯两户板楼退台花园洋房,枫林盛景西区 -新亚洲,3室2厅 | 119.99平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼,0人关注 / 22天以前发布,150,"12,502元/平"
爱琴海旁 一楼带下沉式花园 带芳草地 业主诚心出售,红星紫郡 -红星,4室2厅 | 177平米 | 东南 | 精装 | 低楼层(共34层)  | 板塔结合,2人关注 / 16天以前发布,190,"10,735元/平"
彼岸一区精装板房，房子保养维护很好，1梯2户，急卖,彼岸一区 -新亚洲,4室2厅 | 161平米 | 南 北 | 精装 | 高楼层(共12层)  | 板楼,0人关注 / 17天以前发布,167,"10,373元/平"
精装修，一梯两户，房东诚心出售,中铁百年印象 -昆船,3室2厅 | 115.94平米 | 东南 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 15天以前发布,118,"10,178元/平"
业主急售标准四房 配套齐全 看房方便  公摊小出行便利,梁源小区西区三期 -西苑,4室2厅 | 128.83平米 | 南 北 | 精装 | 高楼层(共7层)  | 板楼,0人关注 / 14天以前发布,133,"10,324元/平"
北京路地铁站边   昆明广场紧凑三房  东南端头,昆明广场 -白云,3室2厅 | 90.69平米 | 东南 | 精装 | 高楼层(共33层)  | 塔楼,0人关注 / 5天以前发布,198,"21,833元/平"
碧桂园半山龙庭 精装三室  钻石楼层 位置好,碧桂园半山龙庭 -昆八中,3室2厅 | 100.74平米 | 南 北 | 简装 | 高楼层(共18层)  | 板楼,0人关注 / 14天以前发布,128,"12,706元/平"
万科公园里精装端头大三房 带产权车位 公园式住宅小区,万科公园里 -新螺蛳湾,3室2厅 | 116.11平米 | 东南 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 14天以前发布,157,"13,522元/平"
万科紧凑小三房  房产证满两年税费低  阳光充足,万科魅力之城 -新亚洲,3室2厅 | 81.4平米 | 西 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 12天以前发布,93,"11,426元/平"
润城小区90平西南端头全天照晒 产权证在手看房方便,润城 -南亚,3室2厅 | 88.6平米 | 西南 | 精装 | 低楼层(共30层)  | 塔楼,0人关注 / 14天以前发布,128,"14,447元/平"
户型好 户型方正，南北朝向，精装修,中南碧桂园樾府 -方旺,3室2厅 | 129.57平米 | 东 南 | 精装 | 低楼层(共34层)  | 板楼,0人关注 / 15天以前发布,148,"11,423元/平"
瀚林澜山  精装修 三室 采光好,瀚林澜山 -金沙,3室2厅 | 90平米 | 南 | 精装 | 低楼层(共33层)  | 塔楼,0人关注 / 8天以前发布,135,"15,000元/平"
茉莉苑精装修南向117.34平三房两卫急卖,俊发城茉莉苑 -司家营,3室2厅 | 117.34平米 | 南 | 精装 | 低楼层(共44层)  | 塔楼,0人关注 / 15天以前发布,165,"14,062元/平"
刘家营小区新区 2室2厅 南,刘家营小区新区 -船房,2室2厅 | 54.65平米 | 南 | 简装 | 低楼层(共7层)  | 暂无数据,0人关注 / 14天以前发布,55,"10,065元/平"
北市区华龙人家2房 装修清爽 中间楼层,华龙人家 -红云,2室2厅 | 82.13平米 | 东 | 精装 | 低楼层(共18层)  | 板楼,0人关注 / 10天以前发布,85,"10,350元/平"
市体育馆旁 两室两厅 户型方正 楼层好 停车方便,环城西路43号 -丰宁,2室2厅 | 51.46平米 | 东 西 | 简装 | 中楼层(共6层)  | 暂无数据,0人关注 / 8天以前发布,73.6,"14,303元/平"
度假区品质住宅小区，居家生活很便捷临爱琴物海购公园,红星紫郡 -红星,2室2厅 | 89.28平米 | 南 | 精装 | 高楼层(共34层)  | 塔楼,0人关注 / 14天以前发布,148,"16,578元/平"
蔷薇苑一楼层高高空间大可开便利店,俊发城蔷薇苑 -司家营,3室1厅 | 86.87平米 | 东 | 精装 | 低楼层(共44层)  | 板塔结合,0人关注 / 6天以前发布,126,"14,505元/平"
